1-1 1.34019
2-1 0.894383
3-1 1.2831
4-1 1.29844
5-1 1.41165
6-1 0.697551
7-1 0.835223
1-1 1.26823
2-1 0.777775
3-1 1.05397
4-1 0.977397
5-1 1.12887
6-1 0.864784
7-1 1.0134
1-1 1.45223
2-1 1.4162
3-1 1.13571
4-1 1.2173
5-1 0.641603
6-1 1.10697
7-1 0.516301
1-1 0.742887
2-1 0.637232
3-1 1.30418
4-1 0.656679
5-1 0.900944
6-1 0.62979
7-1 0.608809
1-1 1.49892
2-1 0.718257
3-2 1.01293
4-2 1.33911
5-2 1.11264
6-2 0.796032
7-2 1.13755
1-2 1.02429
2-2 0.993583
3-2 1.47277
4-2 0.792517
5-2 1.27136
6-2 1.02674
7-2 1.26991
1-2 0.900229
2-2 1.39153
3-2 0.783315
4-2 0.852458
5-2 1.30772
6-2 1.41903
7-2 0.569755
1-2 1.44933
2-2 1.026
3-2 0.586056
4-2 0.692214
5-2 1.16323
6-2 1.39023
7-2 0.848893
1-2 0.564171
2-2 0.520023
3-2 0.957702
4-2 0.563096
5-3 0.73828
6-3 1.47063
7-3 1.40221
1-3 1.35092
2-3 0.766666
3-3 1.03976
4-3 0.875207
5-3 1.26025
6-3 1.01254
7-3 1.16772
1-3 1.03161
2-3 0.53928
3-3 0.937638
4-3 1.43184
5-3 1.43081
6-3 1.22095
7-3 0.784293
1-3 1.23853
2-3 1.13998
3-3 0.854049
4-3 1.18786
5-3 0.665974
6-3 0.940104
7-3 1.38008
1-3 1.3292
2-3 0.830337
3-3 0.728968
4-3 1.39337
5-3 0.85036
6-3 1.18667
7-4 1.45647
1-4 1.08864
2-4 1.1573
3-4 1.35868
4-4 0.93956
5-4 1.42397
6-4 0.898437
7-4 1.31477
1-4 1.18422
2-4 1.41097
3-4 0.982491
4-4 0.715825
5-4 1.45025
6-4 1.42013
7-4 0.64766
1-4 1.38106
2-4 1.14108
3-4 0.931953
4-4 1.1196
5-4 0.781059
6-4 1.286
7-4 0.807458
1-4 0.947034
2-4 0.726107
3-4 0.687533
4-4 0.776235
5-4 1.05644
6-4 0.916501
7-4 0.669607
1-4 1.4068
2-5 0.603171
3-5 0.626075
4-5 0.995444
5-5 1.26048
6-5 1.48475
7-5 1.435
1-5 1.18445
2-5 0.883188
3-5 1.24977
4-5 0.868664
5-5 0.79416
6-5 0.732262
7-5 1.08449
1-5 0.744413
2-5 0.65239
3-5 1.23215
4-5 0.625475
5-5 1.29347
6-5 0.664102
7-5 1.24507
1-5 0.57453
2-5 1.4501
3-5 0.552529
4-5 1.02156
5-5 0.676211
6-5 0.740062
7-5 1.2978
1-5 1.23265
2-5 1.15656
3-5 1.46741
4-6 1.13946
5-6 1.25973
6-6 0.59348
7-6 0.634902
1-6 1.02021
2-6 0.578232
3-6 0.569906
4-6 0.704655
5-6 0.96142
6-6 1.31968
7-6 1.07332
1-6 1.25558
2-6 0.551939
3-6 0.657807
4-6 1.49999
5-6 0.704329
6-6 1.38996
7-6 0.625468
1-6 1.4978
2-6 0.554058
3-6 1.37054
4-6 0.572329
5-6 0.504162
6-6 1.42307
7-6 1.09389
1-6 0.680372
2-6 0.663131
3-6 0.89169
4-6 1.41303
5-6 1.3197
6-7 0.859095
7-7 1.05248
1-7 1.07943
2-7 0.952576
3-7 1.18739
4-7 0.59964
5-7 1.03081
6-7 1.25729
7-7 0.804295
1-7 1.49223
2-7 1.07697
3-7 1.37761
4-7 1.24781
5-7 1.12891
6-7 0.535421
7-7 1.2478
1-7 1.33324
2-7 1.42538
3-7 1.37327
4-7 1.33104
5-7 1.47943
6-7 1.24381
7-7 1.40337
1-7 1.4836
2-7 1.16688
3-7 0.997259
4-7 0.663968
5-7 1.33001
6-7 1.38895
7-7 0.576995
1-8 1.14971
2-8 0.748044
3-8 1.12948
4-8 0.729137
5-8 1.20062
6-8 0.816867
7-8 0.828777
1-8 0.731428
2-8 0.574161
3-8 1.13307
4-8 0.723656
5-8 1.15113
6-8 1.01069
7-8 1.47147
1-8 0.780042
2-8 1.04611
3-8 1.21927
4-8 0.613281
5-8 0.971483
6-8 1.09254
7-8 1.44432
1-8 0.950918
2-8 0.836351
3-8 1.34768
4-8 0.934513
5-8 0.503231
6-8 0.844943
7-8 1.09848
1-8 1.33324
2-8 0.733892
3-9 1.17548
4-9 0.98295
5-9 0.981936
6-9 0.804956
7-9 1.21209
1-9 0.682556
2-9 1.12182
3-9 0.540864
4-9 0.913984
5-9 1.19598
6-9 1.17394
7-9 1.13764
1-9 0.847116
2-9 0.684622
3-9 1.10911
4-9 1.12716
5-9 1.23073
6-9 0.828374
7-9 1.24044
1-9 0.702213
2-9 1.42091
3-9 1.18476
4-9 1.15313
5-9 0.757265
6-9 1.03244
7-9 0.587644
1-9 0.760497
2-9 1.37738
3-9 1.18612
4-9 0.59374
5-10 0.611276
6-10 0.861601
7-10 1.07669
1-10 1.09321
2-10 1.16656
3-10 0.788778
4-10 1.27577
5-10 0.788379
6-10 0.829642
7-10 0.689751
1-10 1.48436
2-10 0.503579
3-10 1.32739
4-10 0.831479
5-10 0.688201
6-10 0.936497
7-10 1.45864
1-10 1.41893
2-10 1.26487
3-10 1.19908
4-10 0.621143
5-10 1.18579
6-10 0.883832
7-10 1.27427
1-10 1.44305
2-10 1.41627
3-10 1.36192
4-10 0.703548
5-10 1.29366
6-10 1.04804
7-11 0.797288
1-11 1.40493
2-11 1.40964
3-11 1.37398
4-11 0.998144
5-11 1.0762
6-11 0.662757
7-11 0.773911
1-11 1.36458
2-11 0.992399
3-11 0.963662
4-11 1.34894
5-11 0.995977
6-11 0.791053
7-11 0.680421
1-11 1.18418
2-11 1.22755
3-11 0.639058
4-11 1.10311
5-11 0.992422
6-11 1.33813
7-11 1.22425
1-11 0.678208
2-11 0.721966
3-11 0.998526
4-11 0.621259
5-11 0.638238
6-11 0.860443
7-11 0.824807
1-11 1.4319
2-12 1.40848
3-12 1.1221
